"","DATE","CHI003","CHI004","CHI005","CHI007","CHI008","CHI009","CHI010","CHI011","CHI013","CHI014","CHI015","CHI018","CHI019","CHI020","CHI021","CHI022","CHI023","CHI024","CHI025","CHI026","CHI027","CHI028","CHI029","CHI030","CHI031","CHI032","CHI033","CHI034","CHI035","CHI036","CHI039","CHI040","CHI041","CHI042","CHI043","CHI044","CHI045","CHI048","CHI049","CHI050","CHI051","CHI055","CHI056","CHI057","CHI058","CHI059","CHI060","CHI061","CHI062","CHI063","CHI064","CHI065","CHI066","CHI067","CHI068","CHI069","CHI070","CHI071","CHI072","CHI073","CHI074","CHI075","CHI076","CHI077","CHI078","CHI079","CHI080","CHI083","CHI086","CHI087","CHI088","CHI089","CHI090","CHI091","CHI092","CHI093","CHI094","CHI095","CHI096","CHI097","CHI098","CHI099","CHI100","CHI101","CHI102","CHI103","CHI104","CHI105","CHI106","CHI107","CHI108","CHI109","CHI110","CHI111","CHI112","CHI113","CHI114","CHI115","CHI116","CHI117","CHI118","CHI119","CHI120","CHI121","CHI122","CHI123","CHI124","CHI125","CHI126","CHI127","CHI128","CHI129","CHI130","CHI131","CHI132","CHI133","CHI134","CHI135","CHI136","CHI137","CHI138","CHI139","CHI140","CHI141","CHI142","CHI143","CHI144","CHI145","CHI146","CHI147","CHI148","CHI149","CHI154","CHI156","CHI157","CHI158","CHI159","CHI160","CHI161","CHI162","CHI163","CHI164","CHI165","CHI166","CHI167","CHI168","CHI169","CHI170","CHI171","CHI172"
"327",2015-05-23,202,42,10,105,21,94,99,30,83,141,21,79,78,31,191,NA,NA,47,39,NA,NA,NA,71,NA,NA,NA,NA,NA,10,30,2,19,NA,NA,NA,NA,277,NA,11,61,60,11,2,8,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,26,21,NA,NA,NA,NA,2,35,140,4,81,52,68,4,NA,NA,NA,19,88,11,42,2,105,NA,1,NA,NA,NA,29,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,81,188,43,22,21,27,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,4,17,44,NA,NA,NA,NA,94,NA,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,31,12,NA,NA
"328",2015-05-24,125,28,6,83,15,49,58,24,71,79,7,54,21,20,135,NA,NA,64,19,NA,NA,NA,55,NA,NA,NA,NA,NA,5,24,1,16,NA,NA,NA,NA,218,NA,11,48,49,7,4,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16,16,NA,NA,NA,NA,1,25,15,6,66,33,33,1,NA,NA,NA,23,78,35,40,3,104,5,3,NA,NA,NA,19,25,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,38,145,24,11,7,16,12,12,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,19,NA,2,13,19,NA,NA,NA,NA,124,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23,7,NA,NA
"329",2015-05-25,146,26,7,104,26,65,77,27,43,89,24,40,37,20,139,NA,NA,67,48,NA,NA,NA,58,NA,NA,NA,NA,NA,6,25,1,15,NA,NA,NA,NA,202,NA,13,52,67,6,1,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,14,NA,NA,NA,NA,1,38,7,2,62,37,77,5,NA,NA,NA,33,75,32,59,2,95,2,1,NA,NA,NA,32,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,48,202,46,21,18,18,15,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,13,NA,4,13,40,NA,NA,NA,NA,135,NA,365,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,48,7,NA,NA
"330",2015-05-26,111,32,11,89,15,58,48,15,38,57,18,32,33,17,108,9,35,26,15,24,69,77,44,37,66,25,35,17,7,16,1,10,34,31,18,46,133,27,15,36,49,5,NA,6,60,9,6,6,5,36,45,29,9,4,11,12,12,16,7,8,17,3,17,4,2,35,24,39,1,9,3,2,18,51,6,23,4,67,3,1,NA,8,25,13,31,1,4,4,2,37,49,23,2,2,21,8,25,46,18,3,3,36,14,27,17,9,10,13,17,38,37,11,1,2,8,5,19,3,2,2,6,3,2,11,26,61,NA,21,95,57,28,240,2,16,NA,32,NA,59,NA,52,40,20,NA,2,3,44,24,7,6,28
"331",2015-05-27,104,31,7,87,15,65,54,16,34,72,10,51,60,22,153,16,34,39,20,47,71,120,39,38,127,29,48,31,5,8,NA,19,57,34,21,73,182,27,19,40,69,7,3,7,75,14,7,1,14,38,49,37,9,5,9,15,11,30,19,8,17,4,16,14,2,47,17,39,NA,21,6,1,16,33,8,30,2,46,3,3,2,NA,38,14,32,4,8,NA,8,49,50,32,11,1,46,8,32,53,16,1,11,38,131,35,13,8,14,20,12,78,38,7,6,NA,5,7,18,4,5,9,3,6,2,18,28,118,NA,32,113,82,40,307,5,17,NA,51,NA,52,NA,37,27,18,NA,3,7,48,25,5,15,32
"332",2015-05-28,97,39,5,71,19,64,39,10,31,80,20,56,37,21,164,14,41,26,35,36,73,115,54,41,98,34,38,39,3,14,NA,12,29,21,14,120,157,28,14,41,57,1,1,2,70,19,4,1,17,48,43,31,7,10,15,11,15,19,16,11,25,1,13,117,3,36,35,36,1,9,9,3,12,44,4,19,2,26,2,2,2,3,71,28,44,4,4,3,2,50,52,25,6,4,38,16,27,52,19,NA,17,45,99,39,14,11,19,15,8,63,34,8,1,1,4,3,18,2,13,1,2,5,1,22,31,57,NA,33,153,102,33,209,5,25,NA,55,NA,50,NA,34,39,28,NA,NA,2,56,18,5,12,14
"333",2015-05-29,93,29,8,76,20,75,51,23,34,77,12,59,38,28,147,20,16,35,24,23,10,103,36,50,102,29,30,24,2,11,20,19,57,35,12,105,176,59,12,49,54,7,2,3,77,21,NA,2,8,39,37,28,9,17,5,14,11,17,12,6,26,2,20,84,2,48,23,46,1,17,5,2,8,54,6,18,1,57,3,1,1,2,26,18,35,1,4,2,5,44,51,27,6,2,34,7,28,58,16,4,10,37,123,28,17,3,7,16,6,57,34,24,2,NA,5,NA,12,1,13,5,9,2,2,11,26,60,NA,30,94,87,32,307,3,40,NA,45,NA,60,NA,31,43,22,2,2,1,32,11,6,7,26
"334",2015-05-30,119,44,10,49,16,60,27,11,41,71,12,47,37,15,130,NA,NA,29,29,NA,NA,NA,35,NA,NA,NA,NA,NA,5,8,15,18,NA,NA,NA,NA,146,NA,6,28,36,4,3,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,11,NA,NA,NA,NA,NA,20,81,NA,41,16,18,2,NA,NA,NA,13,38,5,12,2,64,1,NA,NA,NA,NA,15,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,32,69,13,4,10,9,16,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,18,NA,3,11,9,NA,NA,NA,NA,55,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,4,NA,NA
"335",2015-05-31,139,54,11,97,19,63,63,19,66,83,31,50,35,19,159,NA,NA,49,21,NA,NA,NA,64,NA,NA,NA,NA,NA,2,25,17,12,NA,NA,NA,NA,196,NA,22,48,59,10,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,16,NA,NA,NA,NA,NA,36,103,2,67,29,39,11,NA,NA,NA,14,57,16,41,3,74,4,1,NA,NA,NA,23,24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,45,136,27,15,23,25,19,16,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,16,NA,3,12,21,NA,NA,NA,NA,91,NA,415,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,17,29,7,NA,NA
"336",2015-06-01,115,35,8,82,23,73,42,23,26,85,14,36,61,22,91,17,28,25,20,21,64,51,44,47,99,26,32,17,8,11,26,14,36,36,12,NA,161,38,19,32,50,6,4,4,57,13,3,5,23,54,59,39,8,17,7,15,18,28,13,5,43,2,13,95,1,40,18,42,4,12,5,NA,14,48,9,43,2,74,3,2,NA,2,34,9,38,2,6,1,4,33,57,17,5,3,29,11,31,59,29,3,11,66,121,36,23,12,3,25,1,51,31,10,2,NA,7,4,17,5,13,3,6,5,3,12,22,62,NA,35,152,56,34,273,7,27,NA,42,NA,44,NA,34,47,16,NA,1,1,29,19,8,10,23
"337",2015-06-02,81,50,8,89,17,83,40,13,39,99,11,59,51,25,139,26,18,26,26,34,67,8,58,44,89,34,34,16,1,11,19,6,36,35,11,95,181,41,10,28,58,4,NA,1,78,14,4,5,28,46,50,40,NA,11,12,15,9,41,13,5,21,NA,13,86,3,53,12,54,4,17,14,NA,10,49,4,24,NA,56,NA,NA,2,3,34,20,27,2,3,2,5,26,56,32,7,NA,37,17,34,42,24,3,11,67,94,35,23,11,8,19,4,74,38,10,5,NA,4,5,9,5,9,1,8,5,2,11,34,57,NA,33,138,98,42,289,2,34,NA,39,NA,52,NA,32,54,NA,1,1,5,41,19,5,9,26
"338",2015-06-03,115,42,12,75,16,82,48,23,37,93,20,59,73,16,132,18,24,19,38,43,88,119,56,50,133,26,41,15,2,6,17,9,42,43,19,72,195,45,15,19,47,6,NA,2,94,9,4,4,53,40,46,23,3,13,6,15,17,40,14,14,22,2,19,91,NA,30,39,50,3,28,17,4,14,52,10,25,4,64,5,2,6,3,48,11,38,4,2,4,9,34,47,22,5,2,44,11,28,50,21,4,10,57,107,33,19,10,15,22,8,78,58,12,4,1,6,2,16,NA,18,4,7,3,2,14,32,58,NA,33,134,97,30,268,2,23,NA,41,NA,41,NA,34,41,8,1,5,7,35,29,7,16,32
"339",2015-06-04,107,47,8,90,8,62,39,15,37,97,15,52,53,25,122,19,30,41,33,33,85,73,50,43,90,38,38,28,2,6,16,12,37,32,11,81,92,46,10,24,45,7,1,2,59,19,2,3,33,49,NA,NA,NA,NA,6,18,10,36,18,16,19,1,23,75,2,2,25,44,6,17,19,5,15,46,6,23,2,88,5,NA,NA,8,56,18,28,NA,3,2,4,44,74,28,5,NA,54,13,27,54,28,1,7,39,120,35,12,9,6,25,9,39,32,9,3,1,12,4,23,NA,7,2,8,9,NA,14,31,58,NA,13,151,103,35,310,7,27,NA,51,NA,61,NA,23,34,23,NA,1,5,52,20,5,12,29
"340",2015-06-05,98,50,8,78,22,59,48,21,36,75,10,67,54,20,58,14,20,35,26,24,67,4,69,44,116,30,20,13,2,15,13,16,38,38,22,63,78,26,4,27,44,1,3,8,72,12,2,2,9,42,NA,NA,NA,NA,10,15,12,21,7,12,25,2,17,96,1,32,29,55,4,19,15,5,11,40,NA,23,4,92,2,1,2,2,32,13,31,4,1,2,2,26,102,24,2,2,45,9,31,48,16,2,10,48,131,38,19,10,8,19,5,49,37,22,2,NA,10,4,10,10,12,5,12,NA,3,10,34,60,NA,17,85,94,42,282,2,25,NA,38,NA,36,NA,42,41,15,3,4,4,32,33,6,8,36
"341",2015-06-06,145,57,4,109,41,99,80,24,48,82,25,55,76,35,258,NA,NA,46,36,NA,NA,NA,64,NA,NA,NA,NA,NA,6,26,14,9,NA,NA,NA,NA,259,NA,5,59,94,12,1,5,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,27,16,NA,NA,NA,NA,2,27,159,2,58,25,58,5,NA,NA,NA,13,79,11,33,2,121,1,2,NA,NA,NA,20,72,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,58,172,52,33,24,27,20,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,23,NA,4,16,38,NA,NA,NA,NA,106,NA,479,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,37,33,11,NA,NA
"342",2015-06-07,168,51,6,89,16,60,69,18,62,85,22,52,40,24,145,NA,NA,48,39,NA,NA,NA,54,NA,NA,NA,NA,NA,7,15,6,6,NA,NA,NA,NA,190,NA,11,42,62,10,1,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,15,10,NA,NA,NA,NA,4,20,118,5,49,24,56,4,NA,NA,NA,19,71,22,41,5,91,8,NA,NA,NA,NA,17,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,43,140,29,15,13,28,18,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,17,NA,1,10,37,NA,NA,NA,NA,133,NA,317,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,31,24,10,NA,NA
"343",2015-06-08,105,28,10,71,18,74,53,12,31,81,18,48,40,20,144,11,23,27,26,32,66,93,47,34,153,48,49,17,3,17,18,8,47,42,29,89,220,42,12,20,60,5,1,3,47,14,7,5,13,40,NA,NA,NA,NA,11,23,8,49,8,8,23,2,13,64,5,39,24,44,3,21,11,2,23,50,11,36,2,78,1,2,7,3,44,14,36,3,NA,NA,NA,40,74,25,6,NA,54,20,28,46,32,1,12,48,40,43,19,10,5,14,3,75,49,19,NA,NA,NA,5,17,3,13,5,9,1,NA,8,32,70,NA,37,13,120,44,279,1,24,NA,39,NA,41,NA,53,71,21,2,NA,4,22,27,7,13,34
"344",2015-06-09,107,29,7,60,18,75,57,12,16,95,17,58,45,22,126,21,31,36,25,57,64,116,52,49,145,19,35,20,4,6,10,17,48,36,19,93,212,35,13,29,60,5,NA,6,66,15,4,2,20,39,NA,NA,NA,NA,8,19,11,53,13,9,19,1,15,94,NA,55,27,40,2,29,16,4,17,39,5,21,NA,51,4,2,7,3,45,15,31,1,NA,NA,NA,33,81,37,6,3,64,16,41,47,19,2,12,58,71,40,27,8,7,23,14,53,51,20,NA,1,NA,7,7,6,8,4,4,5,3,19,28,107,NA,101,41,126,54,188,4,26,NA,31,NA,46,NA,30,66,30,1,NA,8,45,24,9,14,16
"345",2015-06-10,56,43,3,73,20,86,54,23,37,85,19,59,45,13,144,12,22,41,35,7,75,108,62,36,112,44,27,18,3,10,10,17,43,53,22,84,156,47,8,32,60,9,NA,2,86,14,NA,2,13,51,NA,NA,NA,NA,17,19,10,37,10,15,12,6,15,62,3,57,23,32,4,20,32,NA,11,49,6,12,1,59,1,NA,NA,4,52,14,41,5,NA,NA,NA,41,64,39,7,4,49,13,27,51,25,NA,6,53,66,33,15,10,11,19,7,47,28,10,1,1,NA,5,14,8,10,2,14,1,4,5,25,50,NA,47,58,135,59,353,5,30,NA,61,NA,45,NA,37,65,23,1,NA,3,33,24,5,12,22
"346",2015-06-11,96,32,9,63,10,58,45,15,35,73,20,49,45,29,118,24,23,34,31,18,51,100,60,30,117,44,14,19,2,26,2,9,25,53,28,NA,175,27,10,26,62,5,4,1,102,24,5,4,9,28,NA,NA,NA,NA,7,13,9,27,7,6,23,1,9,21,3,39,21,35,5,18,4,9,10,46,3,5,NA,51,2,1,NA,1,30,27,57,4,NA,NA,NA,41,50,26,5,2,34,18,31,53,20,1,8,59,91,29,15,14,20,18,8,26,47,20,1,NA,NA,NA,10,13,4,4,8,NA,NA,9,27,36,NA,20,45,96,40,258,4,21,NA,44,NA,54,NA,31,47,19,NA,NA,7,34,29,7,10,20
"347",2015-06-12,63,32,18,48,22,67,49,20,17,67,10,56,55,14,149,4,15,20,18,13,46,36,37,25,71,32,NA,7,1,13,11,6,27,19,11,NA,148,18,15,24,48,1,3,2,80,7,1,1,7,37,NA,NA,NA,NA,11,26,7,26,4,5,6,2,20,25,2,68,20,41,3,13,6,NA,12,20,1,6,2,40,2,1,NA,1,23,8,36,1,NA,NA,NA,28,56,14,4,NA,14,7,24,35,4,1,7,33,93,24,19,4,11,17,6,28,11,3,2,NA,NA,NA,6,6,4,NA,10,NA,5,12,22,40,NA,21,68,84,12,238,3,18,NA,50,NA,45,NA,25,31,10,NA,NA,NA,31,21,3,2,16
"348",2015-06-13,127,49,11,82,19,73,87,15,67,109,26,86,67,24,205,NA,NA,39,41,NA,NA,NA,77,NA,NA,NA,NA,NA,12,21,21,16,NA,NA,NA,NA,203,NA,12,43,71,1,1,6,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,32,17,NA,NA,NA,NA,2,33,143,7,79,40,61,3,NA,NA,NA,18,61,19,29,4,91,1,NA,NA,NA,NA,19,46,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,74,155,50,18,17,9,11,10,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,19,NA,7,19,38,NA,NA,NA,NA,103,NA,471,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,26,28,5,NA,NA
"349",2015-06-14,143,53,9,94,17,61,75,7,49,87,14,49,52,30,171,NA,NA,41,24,NA,NA,NA,50,NA,NA,NA,NA,NA,10,27,22,15,NA,NA,NA,NA,205,NA,8,39,56,9,3,4,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,18,25,NA,NA,NA,NA,2,32,109,8,71,45,50,1,NA,NA,NA,19,57,11,35,5,89,1,NA,NA,NA,NA,16,31,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,43,136,42,19,20,2,18,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,11,27,NA,NA,NA,NA,83,NA,361,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,20,12,NA,NA
"350",2015-06-15,84,15,9,36,21,61,30,12,25,75,13,46,56,21,137,9,19,18,19,13,62,102,31,34,43,35,26,11,1,6,15,7,30,35,18,NA,156,29,3,18,45,5,NA,5,51,11,6,NA,2,21,NA,NA,NA,NA,7,17,10,41,7,2,9,1,10,35,1,48,21,31,NA,8,8,NA,10,33,2,13,3,63,1,1,1,4,31,12,42,5,NA,NA,NA,18,47,21,4,1,27,6,20,32,15,6,8,23,81,30,12,4,18,16,7,30,17,7,1,NA,NA,NA,9,5,5,5,7,NA,2,6,19,66,NA,16,83,72,40,184,2,20,NA,39,NA,38,NA,21,24,NA,1,NA,NA,28,6,7,7,23
"351",2015-06-16,95,38,6,64,21,76,67,22,45,83,20,55,47,24,136,15,25,23,33,54,112,182,45,61,165,50,33,9,3,26,18,12,43,73,26,NA,147,38,10,32,70,11,3,9,88,22,3,1,18,43,NA,NA,NA,NA,8,35,19,46,15,10,25,NA,19,11,1,81,25,36,4,20,12,4,13,31,11,20,3,66,3,NA,3,8,50,20,33,4,NA,NA,NA,35,79,10,7,2,40,25,30,42,34,5,9,46,108,34,24,10,7,23,4,48,64,17,2,NA,NA,NA,12,8,1,2,15,NA,3,11,29,20,NA,30,141,99,54,298,4,22,NA,45,NA,57,NA,51,83,NA,2,NA,NA,40,27,11,14,22
"352",2015-06-17,78,43,6,49,18,55,40,12,27,71,7,55,33,21,123,6,16,30,25,7,122,45,43,26,101,26,7,6,2,12,17,12,27,29,17,NA,143,34,14,25,51,5,1,4,84,9,5,2,6,42,NA,NA,NA,NA,6,13,19,21,10,13,10,NA,10,15,NA,38,23,23,5,16,5,1,8,44,6,16,1,82,1,NA,NA,1,29,12,42,2,NA,NA,NA,15,38,21,2,NA,27,4,28,47,18,2,5,39,4,28,25,5,10,16,8,37,30,4,1,NA,NA,NA,12,3,1,1,9,NA,1,10,17,31,NA,17,93,101,24,264,4,19,NA,22,NA,24,NA,19,30,NA,NA,NA,NA,33,27,4,11,22
"353",2015-06-18,101,48,3,75,18,60,28,9,22,62,19,47,55,13,155,10,29,33,32,31,65,15,63,57,165,42,28,28,6,21,10,16,41,35,16,NA,163,53,9,30,55,6,2,3,47,24,4,NA,7,41,NA,NA,NA,NA,16,21,9,34,7,15,19,NA,12,14,6,82,27,32,4,14,16,2,16,45,6,30,6,76,2,2,1,8,50,12,39,4,NA,NA,NA,26,49,21,6,1,44,16,25,55,19,2,12,22,108,40,24,10,12,22,4,43,43,16,1,NA,NA,NA,13,3,8,1,10,NA,6,10,22,71,NA,28,119,96,35,339,2,23,NA,48,NA,40,NA,40,34,NA,NA,NA,NA,33,26,8,3,32
"354",2015-06-19,120,43,8,49,17,89,46,17,45,93,18,55,48,38,170,31,60,4,20,52,72,222,67,36,229,50,13,29,4,16,9,10,28,61,17,NA,188,53,17,27,75,7,1,5,114,13,6,4,25,66,NA,NA,NA,NA,16,26,5,39,9,15,22,2,18,56,5,39,22,42,6,25,14,5,15,33,6,29,3,53,1,2,6,3,59,18,56,7,NA,NA,NA,38,62,17,7,3,33,18,25,55,24,1,8,94,106,31,28,13,14,20,3,47,28,19,3,NA,NA,NA,22,5,3,1,15,NA,3,11,30,68,NA,30,150,72,54,312,5,19,NA,75,NA,44,NA,34,61,NA,NA,NA,NA,41,29,9,10,33
"355",2015-06-20,125,43,9,70,21,85,34,7,49,96,19,92,57,32,202,NA,NA,26,46,NA,NA,NA,80,NA,NA,NA,NA,NA,10,28,21,19,NA,NA,NA,NA,250,NA,12,26,68,7,2,3,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,25,18,NA,NA,NA,NA,NA,22,68,2,100,42,22,6,NA,NA,NA,18,76,6,42,3,34,3,NA,NA,NA,NA,21,39,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,102,94,41,19,21,22,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,8,11,28,NA,NA,NA,NA,87,NA,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,30,5,NA,NA
"356",2015-06-21,150,42,9,87,19,82,53,22,46,128,28,79,57,28,173,NA,NA,48,18,NA,NA,NA,56,NA,NA,NA,NA,NA,3,40,14,7,NA,NA,NA,NA,240,NA,7,49,96,5,NA,4,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,32,22,NA,NA,NA,NA,2,28,110,10,80,45,5,6,NA,NA,NA,25,94,27,43,6,123,1,2,NA,NA,NA,25,46,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,117,131,50,34,39,29,21,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,19,NA,8,15,49,NA,NA,NA,NA,150,NA,477,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,41,34,16,NA,NA
"357",2015-06-22,97,30,5,83,22,32,40,13,24,68,17,45,51,20,113,NA,NA,20,27,NA,NA,NA,34,NA,NA,NA,NA,NA,5,11,20,13,NA,NA,NA,NA,156,NA,15,26,70,9,1,9,55,NA,NA,NA,NA,NA,47,20,12,7,9,13,4,NA,NA,NA,NA,19,11,61,1,64,39,38,3,NA,NA,NA,20,39,16,13,5,56,1,2,NA,NA,NA,13,53,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,58,96,35,21,15,7,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,7,22,NA,NA,NA,NA,78,NA,276,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,49,23,5,NA,NA
"358",2015-06-23,105,24,4,88,18,77,58,15,11,101,12,54,51,28,144,NA,NA,37,30,NA,NA,NA,57,NA,NA,NA,NA,NA,1,21,14,16,NA,NA,NA,NA,156,NA,18,33,75,10,2,2,133,NA,NA,NA,NA,NA,64,35,12,7,9,14,16,NA,NA,NA,NA,24,9,46,2,60,43,58,5,NA,NA,NA,15,44,13,17,1,93,2,NA,NA,NA,NA,26,49,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,88,92,43,29,15,19,26,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12,NA,1,15,19,NA,NA,NA,NA,96,NA,330,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,42,21,5,NA,NA
"359",2015-06-24,99,34,8,66,26,69,47,14,17,88,16,54,50,12,125,NA,NA,37,26,NA,NA,NA,59,NA,NA,NA,NA,NA,4,11,14,9,NA,NA,NA,NA,164,NA,16,16,72,16,NA,4,68,NA,NA,NA,NA,NA,11,6,5,NA,11,22,5,NA,NA,NA,NA,15,9,57,3,64,42,54,1,NA,NA,NA,17,41,7,38,9,99,4,NA,NA,NA,NA,15,48,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,75,84,53,24,15,9,36,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,NA,2,13,13,NA,NA,NA,NA,105,NA,326,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,26,6,NA,NA
"360",2015-06-25,101,41,7,84,15,72,66,18,13,70,18,56,44,16,145,NA,NA,39,27,NA,NA,NA,54,NA,NA,NA,NA,NA,2,17,17,13,NA,NA,NA,NA,148,NA,13,21,74,17,2,5,89,NA,NA,NA,NA,NA,28,25,10,3,7,26,11,NA,NA,NA,NA,13,14,8,3,77,36,60,3,NA,NA,NA,3,41,5,43,8,54,2,1,NA,NA,NA,16,57,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,53,80,67,18,9,6,30,3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,13,NA,3,6,NA,NA,NA,NA,NA,96,NA,278,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34,24,7,NA,NA
"361",2015-06-26,90,23,5,72,18,63,46,15,7,72,14,58,36,9,101,NA,NA,29,30,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,12,18,7,NA,NA,NA,NA,136,NA,12,24,49,15,1,6,65,NA,NA,NA,NA,NA,25,36,4,13,10,24,14,NA,NA,NA,NA,11,8,48,4,38,33,41,1,NA,NA,NA,4,47,2,24,12,109,NA,NA,NA,NA,NA,12,37,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,57,58,45,19,13,10,17,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,2,9,NA,NA,NA,NA,NA,74,NA,272,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,26,18,6,NA,NA
"362",2015-06-27,177,51,5,112,25,97,88,24,23,103,27,80,63,23,185,NA,NA,46,40,NA,NA,NA,44,NA,NA,NA,NA,NA,4,26,10,15,NA,NA,NA,NA,269,NA,15,45,78,20,1,8,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,44,14,NA,NA,NA,NA,18,37,78,5,106,64,44,6,NA,NA,NA,16,75,9,44,15,99,3,NA,NA,NA,NA,26,51,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,93,116,67,20,34,30,37,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,35,NA,8,26,NA,NA,NA,NA,NA,112,NA,444,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,21,33,15,NA,NA
"363",2015-06-28,152,46,8,83,16,55,71,16,64,94,24,73,42,25,141,NA,NA,54,23,NA,NA,NA,48,NA,NA,NA,NA,NA,7,30,15,10,NA,NA,NA,NA,193,NA,8,44,64,29,1,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,27,10,NA,NA,NA,NA,19,20,67,9,88,59,NA,11,NA,NA,NA,26,76,18,56,28,43,NA,2,NA,NA,NA,28,44,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,92,115,50,23,27,43,29,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,25,NA,6,13,NA,NA,NA,NA,NA,145,NA,222,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,44,19,9,NA,NA
